ID;Netzbetreiber;VSE-ID;Kategorie;Netznutzung;Energie;Abgabe;KEV;Total exkl. MWST
11;Aare Versorgungs AG;10120012345;H1;17,46369643;7,925401786;1,15;2,3;28,83909821
11;Aare Versorgungs AG;10120012345;H2;14,59069714;7,837771429;1,15;2,3;25,87846857
11;Aare Versorgungs AG;10120012345;H3;10,93260952;7,065428571;1,15;2,3;21,4480381
11;Aare Versorgungs AG;10120012345;H4;12,4684381;7,843380952;1,15;2,3;23,76181905
11;Aare Versorgungs AG;10120012345;H5;10,05129143;7,159314286;1,15;2,3;20,66060571
11;Aare Versorgungs AG;10120012345;H6;7,467387429;6,417794286;1,15;2,3;17,33518171
11;Aare Versorgungs AG;10120012345;H7;9,222920879;7,226554945;1,15;2,3;19,89947582
11;Aare Versorgungs AG;10120012345;H8;11,4025;7,84375;1,15;2,3;22,69625
11;Aare Versorgungs AG;10120012345;C1;13,0333125;8,72046875;1,15;2,3;25,20378125
11;Aare Versorgungs AG;10120012345;C2;11,8447;8,675583333;1,15;2,3;23,97028333
11;Aare Versorgungs AG;10120012345;C3;8,596666667;8,745333333;1,15;2,3;20,792
11;Aare Versorgungs AG;10120012345;C4;7,56525;8,3289;1,15;2,3;19,34415
11;Aare Versorgungs AG;10120012345;C5;5,80948;8,3289;0;2,3;16,43838
11;Aare Versorgungs AG;10120012345;C6;5,360226667;8,506633333;0;2,3;16,16686
11;Aare Versorgungs AG;10120012345;C7;4,669523414;7,984002809;0;2,3;14,95352622
2;Acqua Gas Elettricità SA Chiasso;10175012345;H1;14,575;8,75;2,17;2,3;27,795
2;Acqua Gas Elettricità SA Chiasso;10175012345;H2;11,7448;8,624;2,17;2,3;24,8388
2;Acqua Gas Elettricità SA Chiasso;10175012345;H3;8,498222222;7,546666667;2,17;2,3;20,51488889
2;Acqua Gas Elettricità SA Chiasso;10175012345;H4;9,559111111;8,573333333;2,17;2,3;22,60244444
2;Acqua Gas Elettricità SA Chiasso;10175012345;H5;7,536266667;7,648;2,17;2,3;19,65426667
2;Acqua Gas Elettricità SA Chiasso;10175012345;H6;5,36888;6,6344;2,17;2,3;16,47328
2;Acqua Gas Elettricità SA Chiasso;10175012345;H7;7,089538462;7,870769231;2,17;2,3;19,43030769
2;Acqua Gas Elettricità SA Chiasso;10175012345;H8;8,493133333;8,574;2,17;2,3;21,53713333
2;Acqua Gas Elettricità SA Chiasso;10175012345;C1;8,772625;8,94125;2,17;2,3;22,183875
2;Acqua Gas Elettricità SA Chiasso;10175012345;C2;7,597966667;8,869;2,17;2,3;20,93696667
2;Acqua Gas Elettricità SA Chiasso;10175012345;C3;8,549333333;7,244;2,17;2,3;20,26333333
2;Acqua Gas Elettricità SA Chiasso;10175012345;C4;8,0032;6,2623;2,17;2,3;18,7355
2;Acqua Gas Elettricità SA Chiasso;10175012345;C5;4,996;6,2623;2,17;2,3;15,7283
2;Acqua Gas Elettricità SA Chiasso;10175012345;C6;4,953333333;6,344;1,37;2,3;14,96733333
2;Acqua Gas Elettricità SA Chiasso;10175012345;C7;4,501973672;5,984352609;1,05;2,3;13,83632628
3;Administration Communale Courchapoix;10819012345;H1;17,56517857;7,83;1,2;2,3;28,89517857
3;Administration Communale Courchapoix;10819012345;H2;14,926;7,59288;1,2;2,3;26,01888
3;Administration Communale Courchapoix;10819012345;H3;11,47;6,596044444;1,2;2,3;21,56604444
3;Administration Communale Courchapoix;10819012345;H4;12,82;7,574044444;1,2;2,3;23,89404444
3;Administration Communale Courchapoix;10819012345;H5;11,4422;6,654826667;1,2;2,3;21,59702667
3;Administration Communale Courchapoix;10819012345;H6;7,94766;5,664448;1,2;2,3;17,112108
3;Administration Communale Courchapoix;10819012345;H7;9,748576923;6,647015385;1,2;2,3;19,89559231
3;Administration Communale Courchapoix;10819012345;H8;11,78075;7,574587778;1,2;2,3;22,85533778
3;Administration Communale Courchapoix;10819012345;C1;12,33390625;8,045952083;1,2;2,3;23,87985833
3;Administration Communale Courchapoix;10819012345;C3;10,43255556;6,606277778;1,2;2,3;20,53883333
3;Administration Communale Courchapoix;10819012345;C4;9,534233333;6,359116667;1,2;2,3;19,39335
4;AEK Energie AG;10270012345;H1;14,265;11,6575;1,1;2,3;29,3225
4;AEK Energie AG;10270012345;H2;11,7;10,78;1,1;2,3;25,88
4;AEK Energie AG;10270012345;H3;9,098095238;9,446666667;1,1;2,3;21,9447619
4;AEK Energie AG;10270012345;H4;9,673333333;10,08666667;1,1;2,3;23,16
4;AEK Energie AG;10270012345;H5;8,063428571;9,212;1,1;2,3;20,67542857
4;AEK Energie AG;10270012345;H6;5,877028571;7,9156;1,1;2,3;17,19262857
4;AEK Energie AG;10270012345;H7;7,588769231;9,235;1,1;2,3;20,22376923
4;AEK Energie AG;10270012345;H8;8,66;9,74;1,1;2,3;21,8
4;AEK Energie AG;10270012345;C1;8,565;9,7075;1,1;2,3;21,6725
4;AEK Energie AG;10270012345;C2;7,52;10,19482222;1,1;2,3;21,11482222
4;AEK Energie AG;10270012345;C3;8,607111111;9,512555556;1;2,3;21,41966667
4;AEK Energie AG;10270012345;C4;7,601866667;9,018233333;1;2,3;19,9201
4;AEK Energie AG;10270012345;C5;5,400373333;9,018233333;0,06;2,3;16,77860667
4;AEK Energie AG;10270012345;C6;4,97936;9,4166;0,02;2,3;16,71596
4;AEK Energie AG;10270012345;C7;4,318138535;8,977460968;0;2,3;15,5955995
5;AEW Energie AG;10117012345;H1;14,1900372;8,08608631;0,9;2,3;25,47612351
5;AEW Energie AG;10117012345;H2;11,43657143;8,056285714;0,9;2,3;22,69285714
5;AEW Energie AG;10117012345;H3;8,66031746;7,697936508;0,9;2,3;19,55825397
5;AEW Energie AG;10117012345;H4;9,332769841;8,072746032;0,9;2,3;20,60551587
5;AEW Energie AG;10117012345;H5;7,68437619;7,748504762;0,9;2,3;18,63288095
5;AEW Energie AG;10117012345;H6;5,655907143;7,399551429;0,9;2,3;16,25545857
5;AEW Energie AG;10117012345;H7;6,97271978;7,856582418;0,9;2,3;18,0293022
5;AEW Energie AG;10117012345;H8;8,266345238;8,072880952;0,9;2,3;19,53922619
5;AEW Energie AG;10117012345;C1;9,02515625;8,5515625;0,9;2,3;20,77671875
5;AEW Energie AG;10117012345;C2;7,87445;8,5233;0,9;2,3;19,59775
5;AEW Energie AG;10117012345;C3;7,985333333;8,564666667;0,9;2,3;19,75
5;AEW Energie AG;10117012345;C4;7,099266667;8,352733333;0,9;2,3;18,652
5;AEW Energie AG;10117012345;C5;3,5531;8,352733333;0,9;2,3;15,10583333
5;AEW Energie AG;10117012345;C6;3,332166667;8,396555556;0,9;2,3;14,92872222
5;AEW Energie AG;10117012345;C7;2,809222023;8,164069759;0,9;2,3;14,17329178
6;AG Elektrizitätswerk Maienfeld;10256012345;H1;16,99;6,3;0,25;2,3;25,84
6;AG Elektrizitätswerk Maienfeld;10256012345;H2;15,1;6,3;0,25;2,3;23,95
6;AG Elektrizitätswerk Maienfeld;10256012345;H3;10,66603175;5,584761905;0,25;2,3;18,80079365
6;AG Elektrizitätswerk Maienfeld;10256012345;H4;11,44825397;5,878095238;0,25;2,3;19,87634921
6;AG Elektrizitätswerk Maienfeld;10256012345;H5;9,143238095;5,613714286;0,25;2,3;17,30695238
6;AG Elektrizitätswerk Maienfeld;10256012345;H6;6,690971429;5,324114286;0,25;2,3;14,56508571
6;AG Elektrizitätswerk Maienfeld;10256012345;H7;8,297582418;5,677362637;0,25;2,3;16,52494505
6;AG Elektrizitätswerk Maienfeld;10256012345;H8;9,848761905;5,878285714;0,25;2,3;18,27704762
6;AG Elektrizitätswerk Maienfeld;10256012345;C1;10,59;6,2125;0,25;2,3;19,3525
6;AG Elektrizitätswerk Maienfeld;10256012345;C2;8,916266667;6,2036;0,25;2,3;17,66986667
6;AG Elektrizitätswerk Maienfeld;10256012345;C3;9,3;5,047333333;0,25;2,3;16,89733333
6;AG Elektrizitätswerk Maienfeld;10256012345;C4;8,775;4,9554;0,25;2,3;16,2804
6;AG Elektrizitätswerk Maienfeld;10256012345;C5;8,5942;4,6832;0,25;2,3;15,8274
6;AG Elektrizitätswerk Maienfeld;10256012345;C6;8,3444;4,7324;0,25;2,3;15,6268
6;AG Elektrizitätswerk Maienfeld;10256012345;C7;7,62754175;4,615859137;0,25;2,3;14,79340089
7;Alpen Energie;10751012345;H1;15,3525;7;0;2,3;24,6525
7;Alpen Energie;10751012345;H2;12,858;6,454;0;2,3;21,612
7;Alpen Energie;10751012345;H3;10,25;5,918888889;0;2,3;18,46888889
7;Alpen Energie;10751012345;H4;10,925;6,443888889;0;2,3;19,66888889
7;Alpen Energie;10751012345;H5;9,3645;5,976833333;0;2,3;17,64133333
7;Alpen Energie;10751012345;H6;7,70235;5,46805;0;2,3;15,4704
7;Alpen Energie;10751012345;H7;9,837884615;5,547307692;0;2,3;17,68519231
7;Alpen Energie;10751012345;H8;9,965375;6,444180556;0;2,3;18,70955556
7;Alpen Energie;10751012345;C1;10,20070313;6,697213542;0;2,3;19,19791667
7;Alpen Energie;10751012345;C3;11,09690556;6,506277778;0;2,3;19,90318333
7;Alpen Energie;10751012345;C4;10,36102833;6,259116667;0;2,3;18,920145
8;AMS Aziende Municipalizzate Stabio;10015012345;H1;14,29;5,95;2,17;2,3;24,71
8;AMS Aziende Municipalizzate Stabio;10015012345;H2;12,13;5,95;2,17;2,3;22,55
8;AMS Aziende Municipalizzate Stabio;10015012345;H3;8,537079365;5,95;2,17;2,3;18,95707937
8;AMS Aziende Municipalizzate Stabio;10015012345;H4;9,463238095;5,95;2,17;2,3;19,8832381
8;AMS Aziende Municipalizzate Stabio;10015012345;H5;7,800314286;5,95;2,17;2,3;18,22031429
8;AMS Aziende Municipalizzate Stabio;10015012345;H6;6,029094286;5,95;2,17;2,3;16,44909429
8;AMS Aziende Municipalizzate Stabio;10015012345;H7;7,498115385;5,95;2,17;2,3;17,91811538
8;AMS Aziende Municipalizzate Stabio;10015012345;H8;8,610303968;5,95;2,17;2,3;19,03030397
8;AMS Aziende Municipalizzate Stabio;10015012345;C1;9,49;5,95;2,17;2,3;19,91
8;AMS Aziende Municipalizzate Stabio;10015012345;C2;8,61;5,95;2,17;2,3;19,03
8;AMS Aziende Municipalizzate Stabio;10015012345;C3;8,092;5,82;2,17;2,3;18,382
8;AMS Aziende Municipalizzate Stabio;10015012345;C4;7,56376;5,36;2,17;2,3;17,39376
